Date,State,TotalSamples,Negative,Positive,Total_affected
5/25/2020,Andhra Pradesh,314566,311680,2671,7858242
5/26/2020,Andhra Pradesh,322714,319731,2719,7893522
5/27/2020,Andhra Pradesh,332378,329261,2787,7912356
5/28/2020,Andhra Pradesh,342236,338991,2841,7916347
5/29/2020,Andhra Pradesh,353874,350544,2874,8024687
5/30/2020,Andhra Pradesh,363378,359917,2944,8166313
5/31/2020,Andhra Pradesh,372748,369177,3045,8461498
6/1/2020,Andhra Pradesh,383315,379639,3118,9041673
6/2/2020,Andhra Pradesh,395681,391890,3200,9489396
6/3/2020,Andhra Pradesh,403747,399776,3279,9756270
6/4/2020,Andhra Pradesh,413733,409621,3377,9772924
6/5/2020,Andhra Pradesh,423564,419314,3427,9868747
6/6/2020,Andhra Pradesh,436335,431875,3588,10083415
6/7/2020,Andhra Pradesh,454030,449371,3718,10243842
6/8/2020,Andhra Pradesh,468276,463463,3843,10341301
6/9/2020,Andhra Pradesh,483361,478332,3990,10708410
6/10/2020,Andhra Pradesh,498716,493469,4126,10803822
6/11/2020,Andhra Pradesh,510318,504889,4261,10869971
6/12/2020,Andhra Pradesh,522093,516457,4402,11013621
6/13/2020,Andhra Pradesh,536570,530712,4588,11059995
6/14/2020,Andhra Pradesh,552202,546050,4841,11234803
6/15/2020,Andhra Pradesh,567375,560919,5087,11496440
6/16/2020,Andhra Pradesh,583286,576566,5280,11696369
6/17/2020,Andhra Pradesh,598474,591403,5555,11877129
6/18/2020,Andhra Pradesh,612397,604901,5854,11958631
6/19/2020,Andhra Pradesh,630006,622045,7961,12319387
6/20/2020,Andhra Pradesh,652377,643925,8452,12406367
6/21/2020,Andhra Pradesh,676828,667899,8929,12439899
6/22/2020,Andhra Pradesh,693548,684176,9372,12462701
6/23/2020,Andhra Pradesh,714187,704353,9834,12487466
6/24/2020,Andhra Pradesh,750234,739903,10331,12503233
6/25/2020,Andhra Pradesh,769319,758435,10884,13940560
6/26/2020,Andhra Pradesh,791624,780135,11489,14011163
6/27/2020,Andhra Pradesh,816082,803797,12285,14058162
6/28/2020,Andhra Pradesh,841860,828762,13098,14091954
6/29/2020,Andhra Pradesh,872076,858185,13891,
6/30/2020,Andhra Pradesh,890190,875595,14595,
7/1/2020,Andhra Pradesh,918429,903177,15252,
7/2/2020,Andhra Pradesh,932713,916616,16097,
7/3/2020,Andhra Pradesh,971611,954677,16934,81
7/4/2020,Andhra Pradesh,996573,978874,17699,178
7/5/2020,Andhra Pradesh,1017140,998443,18697,560
7/6/2020,Andhra Pradesh,1033852,1013833,20019,574
7/7/2020,Andhra Pradesh,1050090,1028897,21197,601
7/8/2020,Andhra Pradesh,1077733,1055474,22259,1154
7/9/2020,Andhra Pradesh,1094615,1070801,23814,1818
7/10/2020,Andhra Pradesh,1115635,1090213,25422,2446
7/11/2020,Andhra Pradesh,1136225,1108990,27235,2529
7/12/2020,Andhra Pradesh,1153849,1124681,29168,3442
7/13/2020,Andhra Pradesh,1173096,1141993,31103,3462
7/14/2020,Andhra Pradesh,1195766,1162747,33019,3998
7/15/2020,Andhra Pradesh,1217963,1182512,35451,5470
7/16/2020,Andhra Pradesh,1240267,1202223,38044,6106
7/17/2020,Andhra Pradesh,1260512,1219866,40646,6491
7/18/2020,Andhra Pradesh,1284384,1239775,44609,6525
7/19/2020,Andhra Pradesh,1315532,1265882,49650,6668
7/20/2020,Andhra Pradesh,1349112,1295388,53724,6668
7/21/2020,Andhra Pradesh,1386274,1327606,58668,6758
7/22/2020,Andhra Pradesh,1435827,1371114,64713,7785
7/23/2020,Andhra Pradesh,1493879,1421168,72711,8745
7/24/2020,Andhra Pradesh,1541993,1461135,80858,9288
7/25/2020,Andhra Pradesh,1595674,1507003,88671,9292
7/26/2020,Andhra Pradesh,1643319,1547021,96298,10438
7/27/2020,Andhra Pradesh,1686446,1584097,102349,10465
7/28/2020,Andhra Pradesh,1749425,1639128,110297,10529
7/29/2020,Andhra Pradesh,1820009,1699619,120390,11372
7/30/2020,Andhra Pradesh,1890077,1759520,130557,12173
7/31/2020,Andhra Pradesh,1951776,1810843,140933,13707
8/1/2020,Andhra Pradesh,2012573,1862364,150209,13730
8/2/2020,Andhra Pradesh,2065407,1906643,158764,17018
8/3/2020,Andhra Pradesh,2110923,1944337,166586,17130
8/4/2020,Andhra Pradesh,2175070,1998737,176333,17136
8/5/2020,Andhra Pradesh,2235646,2049185,186461,20421
8/6/2020,Andhra Pradesh,2299332,2102543,196789,23982
8/7/2020,Andhra Pradesh,2362270,2155310,206960,24238
8/8/2020,Andhra Pradesh,2424393,2207353,217040,24238
8/9/2020,Andhra Pradesh,2487305,2259445,227860,26904
8/10/2020,Andhra Pradesh,2534304,2298779,235525,28444
8/11/2020,Andhra Pradesh,2592619,2348070,,28468
8/12/2020,Andhra Pradesh,2649767,2395621,,31209
8/13/2020,Andhra Pradesh,2705459,2441317,,32865
8/14/2020,Andhra Pradesh,2758485,2485400,,32865
8/15/2020,Andhra Pradesh,2812197,2530380,,32865
8/16/2020,Andhra Pradesh,2860943,2571114,,32865
8/17/2020,Andhra Pradesh,2905521,2608912,,37490
8/18/2020,Andhra Pradesh,2961611,2658245,,37937
8/19/2020,Andhra Pradesh,3019296,2703293,,41398
8/20/2020,Andhra Pradesh,3074847,2749451,,44881
8/21/2020,Andhra Pradesh,3129857,2794917,,46901
8/22/2020,Andhra Pradesh,3191326,2846110,,46960
8/23/2020,Andhra Pradesh,3238038,2884927,,49950
8/24/2020,Andhra Pradesh,3292501,2930789,,41504
8/25/2020,Andhra Pradesh,3356852,2985213,,41675
8/26/2020,Andhra Pradesh,3418690,3036221,,44509
8/27/2020,Andhra Pradesh,3479990,3086900,,46763
8/28/2020,Andhra Pradesh,3541321,3137705,,48143
8/29/2020,Andhra Pradesh,3603345,3189181,,48215
8/30/2020,Andhra Pradesh,3666422,3241655,,51378
8/31/2020,Andhra Pradesh,3722912,3288141,,63404
9/1/2020,Andhra Pradesh,3782746,3337607,,63870
9/2/2020,Andhra Pradesh,3843550,3388019,,67242
9/3/2020,Andhra Pradesh,3905775,3442940,,69729
9/4/2020,Andhra Pradesh,3965694,3492083,,71994
9/5/2020,Andhra Pradesh,4035317,3547986,,72176
9/6/2020,Andhra Pradesh,4107890,3612660,,75417
9/7/2020,Andhra Pradesh,4166077,3659584,,77761
9/8/2020,Andhra Pradesh,4237070,3719976,,77826
9/9/2020,Andhra Pradesh,4308762,3781250,,81124
9/10/2020,Andhra Pradesh,4380991,3843304,,84011
9/11/2020,Andhra Pradesh,4452128,3904442,,86161
9/12/2020,Andhra Pradesh,4527593,3970006,,86274
9/13/2020,Andhra Pradesh,4599826,4032703,,86714
9/14/2020,Andhra Pradesh,4661355,4086276,,88645
9/15/2020,Andhra Pradesh,4731866,4147941,,88794
9/16/2020,Andhra Pradesh,4806879,4214119,,94722
9/17/2020,Andhra Pradesh,4884371,4282909,,96882
9/18/2020,Andhra Pradesh,4959081,4349523,,100734
9/19/2020,Andhra Pradesh,5033676,,,102608
9/20/2020,Andhra Pradesh,5104131,,,106688
9/21/2020,Andhra Pradesh,5160700,4528951,,109164
9/22/2020,Andhra Pradesh,5229529,4590227,,113682
9/23/2020,Andhra Pradesh,5302367,4655837,,120397
9/24/2020,Andhra Pradesh,5378367,4723982,,126463
9/25/2020,Andhra Pradesh,5447796,4786338,,131302
9/26/2020,Andhra Pradesh,5523786,4855035,,134976
9/27/2020,Andhra Pradesh,5600202,4924528,,144137
9/28/2020,Andhra Pradesh,5666323,4985162,,151848
9/29/2020,Andhra Pradesh,5734752,5047401,,158012
9/30/2020,Andhra Pradesh,5806558,5113074,,161160
10/1/2020,Andhra Pradesh,5878135,5177900,,166632
10/2/2020,Andhra Pradesh,5948534,5241744,,170756
10/3/2020,Andhra Pradesh,6021395,5308381,,172614
10/4/2020,Andhra Pradesh,6094206,,,180287
10/5/2020,Andhra Pradesh,6150351,5426839,,186002
10/6/2020,Andhra Pradesh,6216240,5486933,,190466
10/7/2020,Andhra Pradesh,6283009,5548582,,197443
10/8/2020,Andhra Pradesh,6349953,5610234,,204501
10/9/2020,Andhra Pradesh,6420474,5675610,,209180
10/10/2020,Andhra Pradesh,6494099,,,210335
10/11/2020,Andhra Pradesh,6569616,5813889,,216717
10/12/2020,Andhra Pradesh,6630728,5871777,,222085
10/13/2020,Andhra Pradesh,6702810,5939237,,227853
10/14/2020,Andhra Pradesh,6772273,6004808,,234677
10/15/2020,Andhra Pradesh,6846040,6074537,,241423
10/16/2020,Andhra Pradesh,6920377,6144907,,245524
10/17/2020,Andhra Pradesh,6991258,6212112,,246580
10/18/2020,Andhra Pradesh,7066203,6283071,,252527
10/19/2020,Andhra Pradesh,7127533,6341483,,256929
10/20/2020,Andhra Pradesh,7196628,6407075,,261968
10/21/2020,Andhra Pradesh,7271050,6477751,,267741
10/22/2020,Andhra Pradesh,7347776,6550857,,273182
10/23/2020,Andhra Pradesh,7428014,6627330,,277640
10/24/2020,Andhra Pradesh,7502933,,,278983
10/25/2020,Andhra Pradesh,7570352,,,285021
10/26/2020,Andhra Pradesh,7621896,,,288821
10/27/2020,Andhra Pradesh,7696653,6884828,,290786
10/28/2020,Andhra Pradesh,7773681,6958907,,293469
10/29/2020,Andhra Pradesh,7862459,7044780,,295034
10/30/2020,Andhra Pradesh,7946860,7126295,,296640
10/31/2020,Andhra Pradesh,8028905,,,297055
11/1/2020,Andhra Pradesh,8117685,,,302578
11/2/2020,Andhra Pradesh,8182266,7354384,,308245
11/3/2020,Andhra Pradesh,8266800,7436069,,313429
11/4/2020,Andhra Pradesh,8342265,7509057,,318150
11/5/2020,Andhra Pradesh,8427629,7591676,,321367
11/6/2020,Andhra Pradesh,8507230,7668867,,323227
11/7/2020,Andhra Pradesh,8587312,,,324050
11/8/2020,Andhra Pradesh,8663975,7821008,,327082
11/9/2020,Andhra Pradesh,8725025,7880666,,328603
11/10/2020,Andhra Pradesh,8792935,7946690,,329432
11/11/2020,Andhra Pradesh,8863340,8015363,,330440
11/12/2020,Andhra Pradesh,8940488,8090783,,331507
11/13/2020,Andhra Pradesh,9021225,,,332717
11/14/2020,Andhra Pradesh,9101048,,,333067
11/15/2020,Andhra Pradesh,9154263,,,334007
11/16/2020,Andhra Pradesh,9197307,8342543,,336634
11/17/2020,Andhra Pradesh,9264085,8407926,,343311
11/18/2020,Andhra Pradesh,9333703,8476308,,351449
11/19/2020,Andhra Pradesh,9408868,8550157,,362909
11/20/2020,Andhra Pradesh,9474870,8614938,,372776
11/21/2020,Andhra Pradesh,9543177,,,376761
11/22/2020,Andhra Pradesh,9615090,,,384701
11/23/2020,Andhra Pradesh,9662220,8799462,,390012
11/24/2020,Andhra Pradesh,9727321,8863478,,395757
11/25/2020,Andhra Pradesh,9788047,8923373,,400648
11/26/2020,Andhra Pradesh,9855316,8989611,,405483
11/27/2020,Andhra Pradesh,9913068,9046630,,410393
11/28/2020,Andhra Pradesh,9962416,9095353,,414648
11/29/2020,Andhra Pradesh,10017126,,,420935
11/30/2020,Andhra Pradesh,10057854,,,426293
12/1/2020,Andhra Pradesh,10109708,9240959,,438804
12/2/2020,Andhra Pradesh,10166696,9297284,,453458
12/3/2020,Andhra Pradesh,10229745,9359669,,468875
12/4/2020,Andhra Pradesh,10293151,,,478167
12/5/2020,Andhra Pradesh,10350283,,,480320
12/6/2020,Andhra Pradesh,10410612,,,494030
12/7/2020,Andhra Pradesh,10453618,9581330,,505027
12/8/2020,Andhra Pradesh,10509805,,,517112
12/9/2020,Andhra Pradesh,10570843,,,
12/10/2020,Andhra Pradesh,10635197,,,
12/11/2020,Andhra Pradesh,10699622,9359669,,
12/12/2020,Andhra Pradesh,10767117,,,
12/13/2020,Andhra Pradesh,10830990,9955459,,401
12/14/2020,Andhra Pradesh,10875925,10000089,,466
12/15/2020,Andhra Pradesh,10937377,10061041,,722
12/16/2020,Andhra Pradesh,11001476,10124662,,1254
12/17/2020,Andhra Pradesh,11065297,10187949,,1254
12/18/2020,Andhra Pradesh,11134359,10256553,,2163
12/19/2020,Andhra Pradesh,11196574,,,3947
12/20/2020,Andhra Pradesh,11260810,,,4061
12/21/2020,Andhra Pradesh,11301105,10422168,,4416
12/22/2020,Andhra Pradesh,11357530,10478191,,10886
12/23/2020,Andhra Pradesh,11415249,10535528,,11021
12/24/2020,Andhra Pradesh,11474797,10594722,,12407
12/25/2020,Andhra Pradesh,11531206,10650776,,21430
12/26/2020,Andhra Pradesh,11574117,10693405,,29322
12/27/2020,Andhra Pradesh,11620503,,,30573
12/28/2020,Andhra Pradesh,11657884,,,30688
12/29/2020,Andhra Pradesh,11708678,10827079,,32329
12/30/2020,Andhra Pradesh,11764418,10882470,,34848
12/31/2020,Andhra Pradesh,11825566,10943280,,36100
1/1/2021,Andhra Pradesh,11884085,11001473,,52645
1/2/2021,Andhra Pradesh,11932603,11049753,,68628
1/3/2021,Andhra Pradesh,11972780,11089698,,78498
1/4/2021,Andhra Pradesh,12002494,11119284,,80284
1/5/2021,Andhra Pradesh,12053914,11170327,,91026
1/6/2021,Andhra Pradesh,12105121,11221245,,100295
1/7/2021,Andhra Pradesh,12164531,11280360,,103044
1/8/2021,Andhra Pradesh,12224202,12224202,,109906
1/9/2021,Andhra Pradesh,12274647,,,117506
1/10/2021,Andhra Pradesh,12324674,,,124056
1/11/2021,Andhra Pradesh,12355607,11470570,,124177
1/12/2021,Andhra Pradesh,12396593,11511359,,128424
1/13/2021,Andhra Pradesh,12441272,,,132946
1/14/2021,Andhra Pradesh,12482943,11597327,,134325
1/15/2021,Andhra Pradesh,12514639,11628929,,142950
1/16/2021,Andhra Pradesh,12540181,,,156552
1/17/2021,Andhra Pradesh,12576272,,,163919
1/18/2021,Andhra Pradesh,12604214,,,165621
1/19/2021,Andhra Pradesh,12643313,11757068,,178910
1/20/2021,Andhra Pradesh,12690165,11803747,,190166
1/21/2021,Andhra Pradesh,12739648,11853091,,195245
1/22/2021,Andhra Pradesh,12787961,11901267,,210946
1/23/2021,Andhra Pradesh,12831731,11944879,,223134
1/24/2021,Andhra Pradesh,12876113,11989103,,223134
1/25/2021,Andhra Pradesh,12903830,12016764,,223134
1/26/2021,Andhra Pradesh,12942153,12054915,,223134
1/27/2021,Andhra Pradesh,12975961,12088612,,246658
1/28/2021,Andhra Pradesh,13012150,12124684,,268169
1/29/2021,Andhra Pradesh,13054959,12167368,,310530
1/30/2021,Andhra Pradesh,13095962,,,354473
1/31/2021,Andhra Pradesh,13137872,,,396169
2/1/2021,Andhra Pradesh,13159794,12271894,,407866
2/2/2021,Andhra Pradesh,13189103,12301099,,446529
2/3/2021,Andhra Pradesh,13214548,12326449,,423058
2/4/2021,Andhra Pradesh,13242802,12354624,,441178
2/5/2021,Andhra Pradesh,13276678,12388403,,461071
2/6/2021,Andhra Pradesh,13311542,12423192,,480338
2/7/2021,Andhra Pradesh,13345522,,,496625
2/8/2021,Andhra Pradesh,13367616,12479131,,497722
2/9/2021,Andhra Pradesh,13394460,12505905,,518114
2/10/2021,Andhra Pradesh,13422878,12534273,,597787
2/11/2021,Andhra Pradesh,13453405,12564713,,614990
2/12/2021,Andhra Pradesh,13484025,12595265,,635553
2/13/2021,Andhra Pradesh,13517440,,,655677
2/14/2021,Andhra Pradesh,13546228,,,674602
2/15/2021,Andhra Pradesh,13565062,12676163,,678170
2/16/2021,Andhra Pradesh,13589373,12700414,,707326
2/17/2021,Andhra Pradesh,13615847,12726837,,837889
2/18/2021,Andhra Pradesh,13644086,12755009,,875007
2/19/2021,Andhra Pradesh,13670612,12781456,,965022
2/20/2021,Andhra Pradesh,13697048,,,1020002
2/21/2021,Andhra Pradesh,13728728,12839430,,1043681
2/22/2021,Andhra Pradesh,13746985,12857646,,1044730
2/23/2021,Andhra Pradesh,13775253,12888739,,1047861
2/24/2021,Andhra Pradesh,13807747,,,1080940
2/25/2021,Andhra Pradesh,13843190,12953605,,1098355
2/26/2021,Andhra Pradesh,13877968,,,1127935
2/27/2021,Andhra Pradesh,13915009,13025210,,1167002
2/28/2021,Andhra Pradesh,13954131,13064215,,1203976
3/1/2021,Andhra Pradesh,13974400,13084426,,1225287
3/2/2021,Andhra Pradesh,14010204,13120124,,1262224
3/3/2021,Andhra Pradesh,14047174,13156959,,1290110
3/4/2021,Andhra Pradesh,14092251,13201934,,1338480
3/5/2021,Andhra Pradesh,14143911,13253470,,1405074
3/6/2021,Andhra Pradesh,14190477,,,1454260
3/7/2021,Andhra Pradesh,14236179,13345487,,1486087
3/8/2021,Andhra Pradesh,14262086,13371320,,1498693
3/9/2021,Andhra Pradesh,14307165,13416281,,1530751
3/10/2021,Andhra Pradesh,14356138,13465134,,1549948
3/11/2021,Andhra Pradesh,14403941,13512763,,1553876
3/12/2021,Andhra Pradesh,14448650,13557262,,1555448
3/13/2021,Andhra Pradesh,14489098,13597535,,1564454
3/14/2021,Andhra Pradesh,14534762,,,1586181
3/15/2021,Andhra Pradesh,14557366,13665358,,1597465
3/16/2021,Andhra Pradesh,14580783,13688514,,1676713
3/17/2021,Andhra Pradesh,14611499,13718977,,1770372
3/18/2021,Andhra Pradesh,14642664,13749924,,1824812
3/19/2021,Andhra Pradesh,14674210,13781224,,1898130
3/20/2021,Andhra Pradesh,14705188,13811822,,1960809
3/21/2021,Andhra Pradesh,14736326,13842592,,2005823
3/22/2021,Andhra Pradesh,14771701,13877657,,2020521
3/23/2021,Andhra Pradesh,14805335,13910799,,2104727
3/24/2021,Andhra Pradesh,14840401,13945280,,2192325
3/25/2021,Andhra Pradesh,14875597,13979718,,2242653
3/26/2021,Andhra Pradesh,14916201,14019338,,2349267
3/27/2021,Andhra Pradesh,14958897,,,2480734
3/28/2021,Andhra Pradesh,14990039,14091224,,2574065
3/29/2021,Andhra Pradesh,15021364,14121552,,2589899
3/30/2021,Andhra Pradesh,15052215,,,2675846
3/31/2021,Andhra Pradesh,15083179,14181190,,2751204
4/1/2021,Andhra Pradesh,15114988,14211728,,2785838
4/2/2021,Andhra Pradesh,15146104,14241556,,2835452
4/3/2021,Andhra Pradesh,15177364,14271418,,2919568
4/4/2021,Andhra Pradesh,15208436,14300760,,3002857
4/5/2021,Andhra Pradesh,15239114,14330112,,3027029
4/6/2021,Andhra Pradesh,15270771,14359828,,3120516
4/7/2021,Andhra Pradesh,15302583,14389309,,3197150
4/8/2021,Andhra Pradesh,15333851,14418019,,3233331
4/9/2021,Andhra Pradesh,15365743,14447176,,3280423
4/10/2021,Andhra Pradesh,15397672,14475766,,3305992
4/11/2021,Andhra Pradesh,15429391,14503990,,3362553
4/12/2021,Andhra Pradesh,15463146,14534482,,3401496
4/13/2021,Andhra Pradesh,15498728,14565836,,3471991
4/14/2021,Andhra Pradesh,15534460,14597411,,3531930
4/15/2021,Andhra Pradesh,15570201,14628066,,3569472
4/16/2021,Andhra Pradesh,15606163,14657932,,3620350
4/17/2021,Andhra Pradesh,15642070,14686615,,3665676
4/18/2021,Andhra Pradesh,15677992,14715955,,3716056
4/19/2021,Andhra Pradesh,15715757,14747757,,3753633
4/20/2021,Andhra Pradesh,15753679,14776692,,3830284
4/21/2021,Andhra Pradesh,15793298,14806595,,3899915
4/22/2021,Andhra Pradesh,15835169,14837707,,3935243
4/23/2021,Andhra Pradesh,15880750,14871522,,3981992
4/24/2021,Andhra Pradesh,15931722,14910796,,4027266
4/25/2021,Andhra Pradesh,15994607,14961047,,4073879
4/26/2021,Andhra Pradesh,16068648,15025207,,4094193
4/27/2021,Andhra Pradesh,16143083,15088208,,4137653
4/28/2021,Andhra Pradesh,16217831,15148287,,4174820
4/29/2021,Andhra Pradesh,16303866,15219530,,4200000
4/30/2021,Andhra Pradesh,16390360,15288670,,4235371
5/1/2021,Andhra Pradesh,16488574,15367472,,4274481
5/2/2021,Andhra Pradesh,16602873,15457851,,4315221
5/3/2021,Andhra Pradesh,16718148,15554154,,4339728
5/4/2021,Andhra Pradesh,16833932,15649904,,4389697
5/5/2021,Andhra Pradesh,16950299,15744067,,4451360
5/6/2021,Andhra Pradesh,17060446,15832260,,4491566
5/7/2021,Andhra Pradesh,17160870,15915496,,4585754
5/8/2021,Andhra Pradesh,17262441,15991002,,4674511
5/9/2021,Andhra Pradesh,17367935,16080332,,4758849
5/10/2021,Andhra Pradesh,17428059,16125470,,4811949
5/11/2021,Andhra Pradesh,17514937,16192003,,4891540
5/12/2021,Andhra Pradesh,17605687,16261301,,4951863
5/13/2021,Andhra Pradesh,17702133,16335348,,4998717
5/14/2021,Andhra Pradesh,17791220,16402417,,5092307
5/15/2021,Andhra Pradesh,17880755,16469435,,5210614
5/16/2021,Andhra Pradesh,17975305,16539814,,5324600
5/17/2021,Andhra Pradesh,18049054,16595002,,5360385
5/18/2021,Andhra Pradesh,18140307,16664935,,5721227
5/19/2021,Andhra Pradesh,18241637,16743105,,5989078
5/20/2021,Andhra Pradesh,18342918,16821776,,6354626
5/21/2021,Andhra Pradesh,18435149,16893070,,
5/22/2021,Andhra Pradesh,18525758,16963698,,
5/23/2021,Andhra Pradesh,18617387,17036560,,
5/24/2021,Andhra Pradesh,18676222,17082401,,
5/25/2021,Andhra Pradesh,18749201,17140096,,2967
5/26/2021,Andhra Pradesh,18840321,17212931,,3700
5/27/2021,Andhra Pradesh,18924545,17280988,,7883
5/28/2021,Andhra Pradesh,19009047,17351061,,15546
5/29/2021,Andhra Pradesh,19088611,17416869,,16183
5/30/2021,Andhra Pradesh,19172843,17487701,,25254
5/31/2021,Andhra Pradesh,19256304,17563219,,25773
6/1/2021,Andhra Pradesh,19350008,15858831,,38409
6/2/2021,Andhra Pradesh,19448056,17730900,,38787
6/3/2021,Andhra Pradesh,19534279,17805702,,51676
6/4/2021,Andhra Pradesh,19619590,17880600,,51808
